uid,name,date,sunrise_topo,sunset_topo,sun_hours_topo
410,Ein Tag zum Träumen - Langental,2025-11-01,2025-11-01T12:23:33Z,2025-11-01T15:36:33Z,3.2333333333333334
410,Ein Tag zum Träumen - Langental,2025-11-02,2025-11-02T12:28:01Z,2025-11-02T15:36:01Z,3.15
410,Ein Tag zum Träumen - Langental,2025-11-03,2025-11-03T12:28:29Z,2025-11-03T15:35:29Z,3.1333333333333333
410,Ein Tag zum Träumen - Langental,2025-11-04,2025-11-04T12:29:58Z,2025-11-04T15:34:58Z,3.1
410,Ein Tag zum Träumen - Langental,2025-11-05,2025-11-05T12:31:26Z,2025-11-05T15:34:26Z,3.0666666666666664
410,Ein Tag zum Träumen - Langental,2025-11-06,2025-11-06T12:31:55Z,2025-11-06T15:34:55Z,3.0666666666666664
410,Ein Tag zum Träumen - Langental,2025-11-07,2025-11-07T12:32:23Z,2025-11-07T15:35:23Z,3.0666666666666664
410,Ein Tag zum Träumen - Langental,2025-11-08,2025-11-08T12:32:52Z,2025-11-08T15:34:52Z,3
410,Ein Tag zum Träumen - Langental,2025-11-09,2025-11-09T12:36:20Z,2025-11-09T15:35:20Z,2.8666666666666667
410,Ein Tag zum Träumen - Langental,2025-11-10,2025-11-10T12:56:49Z,2025-11-10T15:35:49Z,2.65
410,Ein Tag zum Träumen - Langental,2025-11-11,2025-11-11T13:00:17Z,2025-11-11T15:35:17Z,2.6
410,Ein Tag zum Träumen - Langental,2025-11-12,2025-11-12T13:01:44Z,2025-11-12T15:35:44Z,2.533333333333333
410,Ein Tag zum Träumen - Langental,2025-11-13,2025-11-13T13:06:12Z,2025-11-13T15:36:12Z,2.5166666666666666
410,Ein Tag zum Träumen - Langental,2025-11-14,2025-11-14T13:06:39Z,2025-11-14T15:35:39Z,2.5
410,Ein Tag zum Träumen - Langental,2025-11-15,2025-11-15T13:07:06Z,2025-11-15T15:34:06Z,2.466666666666667
410,Ein Tag zum Träumen - Langental,2025-11-16,2025-11-16T13:08:32Z,2025-11-16T15:32:32Z,2.4166666666666665
410,Ein Tag zum Träumen - Langental,2025-11-17,2025-11-17T13:08:58Z,2025-11-17T15:31:58Z,2.4
410,Ein Tag zum Träumen - Langental,2025-11-18,2025-11-18T13:09:24Z,2025-11-18T15:31:24Z,2.3833333333333333
410,Ein Tag zum Träumen - Langental,2025-11-19,2025-11-19T13:10:48Z,2025-11-19T15:29:48Z,2.3333333333333335
410,Ein Tag zum Träumen - Langental,2025-11-20,2025-11-20T13:11:12Z,2025-11-20T15:29:12Z,1.8833333333333333
410,Ein Tag zum Träumen - Langental,2025-11-21,2025-11-21T13:57:36Z,2025-11-21T15:28:36Z,1.5166666666666666
410,Ein Tag zum Träumen - Langental,2025-11-22,2025-11-22T14:03:58Z,2025-11-22T15:26:58Z,1.4
410,Ein Tag zum Träumen - Langental,2025-11-23,2025-11-23T14:09:20Z,2025-11-23T15:26:20Z,1.3
410,Ein Tag zum Träumen - Langental,2025-11-24,2025-11-24T14:12:41Z,2025-11-24T15:25:41Z,1.0666666666666667
410,Ein Tag zum Träumen - Langental,2025-11-25,2025-11-25T14:16:01Z,2025-11-25T15:25:01Z,0.8
410,Ein Tag zum Träumen - Langental,2025-11-26,2025-11-26T14:45:19Z,2025-11-26T15:24:19Z,0.6666666666666666
410,Ein Tag zum Träumen - Langental,2025-11-27,2025-11-27T14:46:37Z,2025-11-27T15:23:37Z,0.6333333333333333
410,Ein Tag zum Träumen - Langental,2025-11-28,2025-11-28T14:48:53Z,2025-11-28T15:22:53Z,0.5833333333333334
410,Ein Tag zum Träumen - Langental,2025-11-29,2025-11-29T14:50:09Z,2025-11-29T15:22:09Z,0.55
410,Ein Tag zum Träumen - Langental,2025-11-30,2025-11-30T14:51:23Z,2025-11-30T15:21:23Z,0.5166666666666666
410,Ein Tag zum Träumen - Langental,2025-12-01,2025-12-01T14:52:35Z,2025-12-01T15:21:35Z,0.5
410,Ein Tag zum Träumen - Langental,2025-12-02,2025-12-02T14:53:46Z,2025-12-02T15:20:46Z,0.4666666666666667
410,Ein Tag zum Träumen - Langental,2025-12-03,2025-12-03T14:54:56Z,2025-12-03T15:20:56Z,0.45
410,Ein Tag zum Träumen - Langental,2025-12-04,2025-12-04T14:56:03Z,2025-12-04T15:20:03Z,0.4166666666666667
410,Ein Tag zum Träumen - Langental,2025-12-05,2025-12-05T14:57:10Z,2025-12-05T15:20:10Z,0.4
410,Ein Tag zum Träumen - Langental,2025-12-06,2025-12-06T14:58:14Z,2025-12-06T15:19:14Z,0.36666666666666664
410,Ein Tag zum Träumen - Langental,2025-12-07,2025-12-07T14:58:17Z,2025-12-07T15:19:17Z,0.36666666666666664
410,Ein Tag zum Träumen - Langental,2025-12-08,2025-12-08T14:59:18Z,2025-12-08T15:19:18Z,0.35
410,Ein Tag zum Träumen - Langental,2025-12-09,2025-12-09T15:00:17Z,2025-12-09T15:19:17Z,0.31666666666666665
410,Ein Tag zum Träumen - Langental,2025-12-10,2025-12-10T15:03:14Z,2025-12-10T15:19:14Z,0.2833333333333333
410,Ein Tag zum Träumen - Langental,2025-12-11,2025-12-11T15:04:09Z,2025-12-11T15:19:09Z,0.26666666666666666
410,Ein Tag zum Träumen - Langental,2025-12-12,2025-12-12T15:05:01Z,2025-12-12T15:19:01Z,0.25
410,Ein Tag zum Träumen - Langental,2025-12-13,2025-12-13T15:05:52Z,2025-12-13T15:18:52Z,0.23333333333333334
410,Ein Tag zum Träumen - Langental,2025-12-14,2025-12-14T15:06:41Z,2025-12-14T15:19:41Z,0.23333333333333334
410,Ein Tag zum Träumen - Langental,2025-12-15,2025-12-15T15:07:27Z,2025-12-15T15:19:27Z,0.21666666666666667
410,Ein Tag zum Träumen - Langental,2025-12-16,2025-12-16T15:08:11Z,2025-12-16T15:20:11Z,0.21666666666666667
410,Ein Tag zum Träumen - Langental,2025-12-17,2025-12-17T15:08:52Z,2025-12-17T15:19:52Z,0.2
410,Ein Tag zum Träumen - Langental,2025-12-18,2025-12-18T15:09:31Z,2025-12-18T15:20:31Z,0.2
410,Ein Tag zum Träumen - Langental,2025-12-19,2025-12-19T15:11:08Z,2025-12-19T15:21:08Z,0.18333333333333332
410,Ein Tag zum Träumen - Langental,2025-12-20,2025-12-20T15:11:42Z,2025-12-20T15:20:42Z,0.16666666666666666
410,Ein Tag zum Träumen - Langental,2025-12-21,2025-12-21T15:12:14Z,2025-12-21T15:21:14Z,0.16666666666666666
410,Ein Tag zum Träumen - Langental,2025-12-22,2025-12-22T15:12:43Z,2025-12-22T15:21:43Z,0.16666666666666666
410,Ein Tag zum Träumen - Langental,2025-12-23,2025-12-23T15:13:10Z,2025-12-23T15:22:10Z,0.16666666666666666
410,Ein Tag zum Träumen - Langental,2025-12-24,2025-12-24T15:13:33Z,2025-12-24T15:23:33Z,0.18333333333333332
410,Ein Tag zum Träumen - Langental,2025-12-25,2025-12-25T15:13:55Z,2025-12-25T15:23:55Z,0.18333333333333332
410,Ein Tag zum Träumen - Langental,2025-12-26,2025-12-26T15:13:13Z,2025-12-26T15:24:13Z,0.2
410,Ein Tag zum Träumen - Langental,2025-12-27,2025-12-27T15:13:29Z,2025-12-27T15:25:29Z,0.21666666666666667
410,Ein Tag zum Träumen - Langental,2025-12-28,2025-12-28T15:13:43Z,2025-12-28T15:25:43Z,0.21666666666666667
410,Ein Tag zum Träumen - Langental,2025-12-29,2025-12-29T15:13:53Z,2025-12-29T15:26:53Z,0.23333333333333334
410,Ein Tag zum Träumen - Langental,2025-12-30,2025-12-30T15:14:01Z,2025-12-30T15:28:01Z,0.25
410,Ein Tag zum Träumen - Langental,2025-12-31,2025-12-31T15:14:06Z,2025-12-31T15:28:06Z,0.25
410,Ein Tag zum Träumen - Langental,2026-01-01,2026-01-01T15:14:09Z,2026-01-01T15:29:09Z,0.26666666666666666
410,Ein Tag zum Träumen - Langental,2026-01-02,2026-01-02T15:14:08Z,2026-01-02T15:30:08Z,0.2833333333333333
410,Ein Tag zum Träumen - Langental,2026-01-03,2026-01-03T15:12:05Z,2026-01-03T15:31:05Z,0.31666666666666665
410,Ein Tag zum Träumen - Langental,2026-01-04,2026-01-04T15:12:59Z,2026-01-04T15:31:59Z,0.3333333333333333
410,Ein Tag zum Träumen - Langental,2026-01-05,2026-01-05T15:12:51Z,2026-01-05T15:33:51Z,0.36666666666666664
410,Ein Tag zum Träumen - Langental,2026-01-06,2026-01-06T15:12:40Z,2026-01-06T15:34:40Z,0.3833333333333333
410,Ein Tag zum Träumen - Langental,2026-01-07,2026-01-07T15:12:26Z,2026-01-07T15:35:26Z,0.4
410,Ein Tag zum Träumen - Langental,2026-01-08,2026-01-08T15:12:09Z,2026-01-08T15:37:09Z,0.43333333333333335
410,Ein Tag zum Träumen - Langental,2026-01-09,2026-01-09T15:11:50Z,2026-01-09T15:37:50Z,0.45
410,Ein Tag zum Träumen - Langental,2026-01-10,2026-01-10T15:11:28Z,2026-01-10T15:39:28Z,0.48333333333333334
410,Ein Tag zum Träumen - Langental,2026-01-11,2026-01-11T15:11:04Z,2026-01-11T15:40:04Z,0.5
410,Ein Tag zum Träumen - Langental,2026-01-12,2026-01-12T15:10:37Z,2026-01-12T15:41:37Z,0.5333333333333333
410,Ein Tag zum Träumen - Langental,2026-01-13,2026-01-13T15:10:07Z,2026-01-13T15:43:07Z,0.5666666666666667
410,Ein Tag zum Träumen - Langental,2026-01-14,2026-01-14T15:09:35Z,2026-01-14T15:44:35Z,0.6
410,Ein Tag zum Träumen - Langental,2026-01-15,2026-01-15T15:08:00Z,2026-01-15T15:46:00Z,0.65
410,Ein Tag zum Träumen - Langental,2026-01-16,2026-01-16T15:07:23Z,2026-01-16T15:47:23Z,0.6833333333333333
410,Ein Tag zum Träumen - Langental,2026-01-17,2026-01-17T14:38:43Z,2026-01-17T15:48:43Z,0.85
410,Ein Tag zum Träumen - Langental,2026-01-18,2026-01-18T14:36:01Z,2026-01-18T15:50:01Z,1.15
410,Ein Tag zum Träumen - Langental,2026-01-19,2026-01-19T14:33:17Z,2026-01-19T15:51:17Z,1.3166666666666667
410,Ein Tag zum Träumen - Langental,2026-01-20,2026-01-20T14:26:30Z,2026-01-20T15:52:30Z,1.4333333333333333
